id,title,categories,abstract,doi,created,updated,authors
2109.00460,from movement kinematics to object properties: online recognition of   human carefulness,cs.ro cs.ai,"when manipulating objects, humans finely adapt their motions to the characteristics of what they are handling. thus, an attentive observer can foresee hidden properties of the manipulated object, such as its weight, temperature, and even whether it requires special care in manipulation. this study is a step towards endowing a humanoid robot with this last capability. specifically, we study how a robot can infer online, from vision alone, whether or not the human partner is careful when moving an object. we demonstrated that a humanoid robot could perform this inference with high accuracy (up to 81.3%) even with a low-resolution camera. only for short movements without obstacles, carefulness recognition was insufficient. the prompt recognition of movement carefulness from observing the partner's action will allow robots to adapt their actions on the object to show the same degree of care as their human partners.",10.1007/978-3-030-90525-5_6,2021-09-01,,"['linda lastrico', 'alessandro carfì', 'francesco rea', 'alessandra sciutti', 'fulvio mastrogiovanni']"
2109.01050,characterizing possible failure modes in physics-informed neural   networks,cs.lg cs.ai cs.na math.na physics.comp-ph,"recent work in scientific machine learning has developed so-called physics-informed neural network (pinn) models. the typical approach is to incorporate physical domain knowledge as soft constraints on an empirical loss function and use existing machine learning methodologies to train the model. we demonstrate that, while existing pinn methodologies can learn good models for relatively trivial problems, they can easily fail to learn relevant physical phenomena for even slightly more complex problems. in particular, we analyze several distinct situations of widespread physical interest, including learning differential equations with convection, reaction, and diffusion operators. we provide evidence that the soft regularization in pinns, which involves pde-based differential operators, can introduce a number of subtle problems, including making the problem more ill-conditioned. importantly, we show that these possible failure modes are not due to the lack of expressivity in the nn architecture, but that the pinn's setup makes the loss landscape very hard to optimize. we then describe two promising solutions to address these failure modes. the first approach is to use curriculum regularization, where the pinn's loss term starts from a simple pde regularization, and becomes progressively more complex as the nn gets trained. the second approach is to pose the problem as a sequence-to-sequence learning task, rather than learning to predict the entire space-time at once. extensive testing shows that we can achieve up to 1-2 orders of magnitude lower error with these methods as compared to regular pinn training.",,2021-09-02,2021-11-11,"['aditi s. krishnapriyan', 'amir gholami', 'shandian zhe', 'robert m. kirby', 'michael w. mahoney']"
2109.01115,learning language-conditioned robot behavior from offline data and   crowd-sourced annotation,cs.ro cs.ai cs.lg,"we study the problem of learning a range of vision-based manipulation tasks from a large offline dataset of robot interaction. in order to accomplish this, humans need easy and effective ways of specifying tasks to the robot. goal images are one popular form of task specification, as they are already grounded in the robot's observation space. however, goal images also have a number of drawbacks: they are inconvenient for humans to provide, they can over-specify the desired behavior leading to a sparse reward signal, or under-specify task information in the case of non-goal reaching tasks. natural language provides a convenient and flexible alternative for task specification, but comes with the challenge of grounding language in the robot's observation space. to scalably learn this grounding we propose to leverage offline robot datasets (including highly sub-optimal, autonomously collected data) with crowd-sourced natural language labels. with this data, we learn a simple classifier which predicts if a change in state completes a language instruction. this provides a language-conditioned reward function that can then be used for offline multi-task rl. in our experiments, we find that on language-conditioned manipulation tasks our approach outperforms both goal-image specifications and language conditioned imitation techniques by more than 25%, and is able to perform visuomotor tasks from natural language, such as ""open the right drawer"" and ""move the stapler"", on a franka emika panda robot.",,2021-09-02,2021-10-31,"['suraj nair', 'eric mitchell', 'kevin chen', 'brian ichter', 'silvio savarese', 'chelsea finn']"
2109.01575,continuous-time behavior trees as discontinuous dynamical systems,eess.sy cs.ai cs.ro cs.sy,"behavior trees represent a hierarchical and modular way of combining several low-level control policies into a high-level task-switching policy. hybrid dynamical systems can also be seen in terms of task switching between different policies, and therefore several comparisons between behavior trees and hybrid dynamical systems have been made, but only informally, and only in discrete time. a formal continuous-time formulation of behavior trees has been lacking. additionally, convergence analyses of specific classes of behavior tree designs have been made, but not for general designs.   in this letter, we provide the first continuous-time formulation of behavior trees, show that they can be seen as discontinuous dynamical systems (a subclass of hybrid dynamical systems), which enables the application of existence and uniqueness results to behavior trees, and finally, provide sufficient conditions under which such systems will converge to a desired region of the state space for general designs. with these results, a large body of results on continuous-time dynamical systems can be brought to use when designing behavior tree controllers.",,2021-09-03,2021-11-10,"['christopher iliffe sprague', 'petter ögren']"
2109.01879,moving object detection for event-based vision using k-means clustering,cs.cv cs.ai eess.iv,"moving object detection is important in computer vision. event-based cameras are bio-inspired cameras that work by mimicking the working of the human eye. these cameras have multiple advantages over conventional frame-based cameras, like reduced latency, hdr, reduced motion blur during high motion, low power consumption, etc. in spite of these advantages, event-based cameras are noise-sensitive and have low resolution. moreover, the task of moving object detection in these cameras is difficult, as event-based sensors lack useful visual features like texture and color. in this paper, we investigate the application of the k-means clustering technique in detecting moving objects in event-based data.",,2021-09-04,2021-11-08,"['anindya mondal', 'mayukhmali das']"
2109.02165,fbdnn: filter banks and deep neural networks for portable and fast   brain-computer interfaces,eess.sp cs.ai cs.lg,"objective: to propose novel ssvep classification methodologies using deep neural networks (dnns) and improve performances in single-channel and user-independent brain-computer interfaces (bcis) with small data lengths. approach: we propose the utilization of filter banks (creating sub-band components of the eeg signal) in conjunction with dnns. in this context, we created three different models: a recurrent neural network (fbrnn) analyzing the time domain, a 2d convolutional neural network (fbcnn-2d) processing complex spectrum features and a 3d convolutional neural network (fbcnn-3d) analyzing complex spectrograms, which we introduce in this study as possible input for ssvep classification. we trained our neural networks with an open dataset and conceived them so as not to require calibration from the final user: therefore, the test subject data was separated from training and validation. results: the dnns with the filter banks surpassed the accuracy of similar networks without this preprocessing step by considerable margins (up to 4.6%), and they outperformed common ssvep classification methods (svm and fbcca) by even higher margins (up to 7.1%). out of the three dnns using filter banks, the best results were obtained by the fbrnn, followed by the fbcnn-3d, and finally by the fbcnn-2d. conclusion and significance: filter banks allow different types of deep neural networks to more efficiently analyze the harmonic components of ssvep. complex spectrograms carry more information than complex spectrum features and magnitude spectrum, allowing the fbcnn-3d to surpass the other cnns. the mean test accuracy (87.3%) and f1-score (0.877) obtained in the challenging classification problem indicates a strong potential for the construction of portable, economical, fast and low-latency bcis.",,2021-09-05,2021-11-05,"['pedro r. a. s. bassi', 'romis attux']"
2109.02173,multi-agent variational occlusion inference using people as sensors,cs.ro cs.ai cs.cv cs.lg cs.ma,"autonomous vehicles must reason about spatial occlusions in urban environments to ensure safety without being overly cautious. prior work explored occlusion inference from observed social behaviors of road agents, hence treating people as sensors. inferring occupancy from agent behaviors is an inherently multimodal problem; a driver may behave similarly for different occupancy patterns ahead of them (e.g., a driver may move at constant speed in traffic or on an open road). past work, however, does not account for this multimodality, thus neglecting to model this source of aleatoric uncertainty in the relationship between driver behaviors and their environment. we propose an occlusion inference method that characterizes observed behaviors of human agents as sensor measurements, and fuses them with those from a standard sensor suite. to capture the aleatoric uncertainty, we train a conditional variational autoencoder with a discrete latent space to learn a multimodal mapping from observed driver trajectories to an occupancy grid representation of the view ahead of the driver. our method handles multi-agent scenarios, combining measurements from multiple observed drivers using evidential theory to solve the sensor fusion problem. our approach is validated on a real-world dataset, outperforming baselines and demonstrating real-time capable performance. our code is available at https://github.com/sisl/multiagentvariationalocclusioninference .",,2021-09-05,2021-11-10,"['masha itkina', 'ye-ji mun', 'katherine driggs-campbell', 'mykel j. kochenderfer']"
2109.03150,recommendation fairness: from static to dynamic,cs.ir cs.ai cs.lg,"driven by the need to capture users' evolving interests and optimize their long-term experiences, more and more recommender systems have started to model recommendation as a markov decision process and employ reinforcement learning to address the problem. shouldn't research on the fairness of recommender systems follow the same trend from static evaluation and one-shot intervention to dynamic monitoring and non-stop control? in this paper, we portray the recent developments in recommender systems first and then discuss how fairness could be baked into the reinforcement learning techniques for recommendation. moreover, we argue that in order to make further progress in recommendation fairness, we may want to consider multi-agent (game-theoretic) optimization, multi-objective (pareto) optimization, and simulation-based optimization, in the general framework of stochastic games.",,2021-09-05,2021-11-01,"['dell zhang', 'jun wang']"
2109.03806,exploration of quantum neural architecture by mixing quantum neuron   designs,quant-ph cs.ai,"with the constant increase of the number of quantum bits (qubits) in the actual quantum computers, implementing and accelerating the prevalent deep learning on quantum computers are becoming possible. along with this trend, there emerge quantum neural architectures based on different designs of quantum neurons. a fundamental question in quantum deep learning arises: what is the best quantum neural architecture? inspired by the design of neural architectures for classical computing which typically employs multiple types of neurons, this paper makes the very first attempt to mix quantum neuron designs to build quantum neural architectures. we observe that the existing quantum neuron designs may be quite different but complementary, such as neurons from variational quantum circuits (vqc) and quantumflow. more specifically, vqc can apply real-valued weights but suffer from being extended to multiple layers, while quantumflow can build a multi-layer network efficiently, but is limited to use binary weights. to take their respective advantages, we propose to mix them together and figure out a way to connect them seamlessly without additional costly measurement. we further investigate the design principles to mix quantum neurons, which can provide guidance for quantum neural architecture exploration in the future. experimental results demonstrate that the identified quantum neural architectures with mixed quantum neurons can achieve 90.62% of accuracy on the mnist dataset, compared with 52.77% and 69.92% on the vqc and quantumflow, respectively.",,2021-09-08,2021-11-06,"['zhepeng wang', 'zhiding liang', 'shanglin zhou', 'caiwen ding', 'yiyu shi', 'weiwen jiang']"
2109.04024,on the approximation of cooperative heterogeneous multi-agent   reinforcement learning (marl) using mean field control (mfc),cs.lg cs.ai cs.gt cs.ma,"mean field control (mfc) is an effective way to mitigate the curse of dimensionality of cooperative multi-agent reinforcement learning (marl) problems. this work considers a collection of $n_{\mathrm{pop}}$ heterogeneous agents that can be segregated into $k$ classes such that the $k$-th class contains $n_k$ homogeneous agents. we aim to prove approximation guarantees of the marl problem for this heterogeneous system by its corresponding mfc problem. we consider three scenarios where the reward and transition dynamics of all agents are respectively taken to be functions of $(1)$ joint state and action distributions across all classes, $(2)$ individual distributions of each class, and $(3)$ marginal distributions of the entire population. we show that, in these cases, the $k$-class marl problem can be approximated by mfc with errors given as $e_1=\mathcal{o}(\frac{\sqrt{|\mathcal{x}|}+\sqrt{|\mathcal{u}|}}{n_{\mathrm{pop}}}\sum_{k}\sqrt{n_k})$, $e_2=\mathcal{o}(\left[\sqrt{|\mathcal{x}|}+\sqrt{|\mathcal{u}|}\right]\sum_{k}\frac{1}{\sqrt{n_k}})$ and $e_3=\mathcal{o}\left(\left[\sqrt{|\mathcal{x}|}+\sqrt{|\mathcal{u}|}\right]\left[\frac{a}{n_{\mathrm{pop}}}\sum_{k\in[k]}\sqrt{n_k}+\frac{b}{\sqrt{n_{\mathrm{pop}}}}\right]\right)$, respectively, where $a, b$ are some constants and $|\mathcal{x}|,|\mathcal{u}|$ are the sizes of state and action spaces of each agent. finally, we design a natural policy gradient (npg) based algorithm that, in the three cases stated above, can converge to an optimal marl policy within $\mathcal{o}(e_j)$ error with a sample complexity of $\mathcal{o}(e_j^{-3})$, $j\in\{1,2,3\}$, respectively.",,2021-09-08,2021-11-14,"['washim uddin mondal', 'mridul agarwal', 'vaneet aggarwal', 'satish v. ukkusuri']"
2109.04344,evilmodel 2.0: bringing neural network models into malware attacks,cs.cr cs.ai,"in recent years, neural network has shown its strong power in various fields, and it also brings increasing security threats. the stegomalware based on neural network model is a representative one. previous research preliminary proves the feasibility of launching malicious attacks by triggering malware embedded in the neural network model. however, the existing works have not shown that this emerging threat is practical in real-world attacks because of the low malware embedding rate, the high model performance degradation and the extra efforts. therefore, we predict an improved stegomalware called evilmodel. we embed binary formed malware into neural network model as its parameters on the basis of analyzing the structure of the neural network model, and propose three new malware embedding technologies, namely msb reservation, fast substitution and half substitution. by marrying 19 malware samples and 10 popular neural network models, we build 550 malware-embedded models, and analyze these models' performance on imagenet dataset. the experimental results show that the half substitution almost performs perfectly, with a malware embedding rate of 48.52% and no model performance degradation or extra effort. considering a series of factors, we propose a quantitative algorithm to evaluate the different embedding methods. the evaluation result indicates that evilmodel is much superior to the classic stegonet. additionally, we conduct a case study to trigger evilmodel in a real-world scenario. to understand the proposed malware embedding technology deeply, we also investigate the impact of neural network structures, layer and parameter size on malware embedding capacity and embedded model accuracy. we also give some possible countermeasures to defend evilmodel. we hope this work can provide a comprehensive understanding of such a novel ai-powered threat, and recommend to defense it in advance.",,2021-09-09,2021-11-13,"['zhi wang', 'chaoge liu', 'xiang cui', 'jie yin', 'xutong wang']"
2109.04683,pip: physical interaction prediction via mental simulation with span   selection,cs.cv cs.ai,"accurate prediction of physical interaction outcomes is a crucial component of human intelligence and is important for safe and efficient deployments of robots in the real world. while there are existing vision-based intuitive physics models that learn to predict physical interaction outcomes, they mostly focus on generating short sequences of future frames based on physical properties (e.g. mass, friction and velocity) extracted from visual inputs or a latent space. however, there is a lack of intuitive physics models that are tested on long physical interaction sequences with multiple interactions among different objects. we hypothesize that selective temporal attention during approximate mental simulations helps humans in physical interaction outcome prediction. with these motivations, we propose a novel scheme: physical interaction prediction via mental simulation with span selection (pip). it utilizes a deep generative model to model approximate mental simulations by generating future frames of physical interactions before employing selective temporal attention in the form of span selection for predicting physical interaction outcomes. to evaluate our model, we further propose the large-scale space+ dataset of synthetic videos with long sequences of three prime physical interactions in a 3d environment. our experiments show that pip outperforms human, baseline, and related intuitive physics models that utilize mental simulation. furthermore, pip's span selection module effectively identifies the frames indicating key physical interactions among objects, allowing for added interpretability.",,2021-09-10,2021-11-14,"['jiafei duan', 'samson yu', 'soujanya poria', 'bihan wen', 'cheston tan']"
2109.05486,a socially aware reinforcement learning agent for the single track road   problem,cs.ai cs.gt cs.hc cs.ro,"we present the single track road problem. in this problem two agents face each-other at opposite positions of a road that can only have one agent pass at a time. we focus on the scenario in which one agent is human, while the other is an autonomous agent. we run experiments with human subjects in a simple grid domain, which simulates the single track road problem. we show that when data is limited, building an accurate human model is very challenging, and that a reinforcement learning agent, which is based on this data, does not perform well in practice. however, we show that an agent that tries to maximize a linear combination of the human's utility and its own utility, achieves a high score, and significantly outperforms other baselines, including an agent that tries to maximize only its own utility.",,2021-09-12,2021-11-02,"['ido shapira', 'amos azaria']"
2109.05779,deep joint source-channel coding for multi-task network,cs.cv cs.ai,"multi-task learning (mtl) is an efficient way to improve the performance of related tasks by sharing knowledge. however, most existing mtl networks run on a single end and are not suitable for collaborative intelligence (ci) scenarios. in this work, we propose an mtl network with a deep joint source-channel coding (jscc) framework, which allows operating under ci scenarios. we first propose a feature fusion based mtl network (ffmnet) for joint object detection and semantic segmentation. compared with other mtl networks, ffmnet gets higher performance with fewer parameters. then ffmnet is split into two parts, which run on a mobile device and an edge server respectively. the feature generated by the mobile device is transmitted through the wireless channel to the edge server. to reduce the transmission overhead of the intermediate feature, a deep jscc network is designed. by combining two networks together, the whole model achieves 512x compression for the intermediate feature and a performance loss within 2% on both tasks. at last, by training with noise, the ffmnet with jscc is robust to various channel conditions and outperforms the separate source and channel coding scheme.",10.1109/lsp.2021.3113827,2021-09-13,2021-09-27,"['mengyang wang', 'zhicong zhang', 'jiahui li', 'mengyao ma', 'xiaopeng fan']"
2109.06515,netmarble ai center's wmt21 automatic post-editing shared task   submission,cs.cl cs.ai,"this paper describes netmarble's submission to wmt21 automatic post-editing (ape) shared task for the english-german language pair. first, we propose a curriculum training strategy in training stages. facebook fair's wmt19 news translation model was chosen to engage the large and powerful pre-trained neural networks. then, we post-train the translation model with different levels of data at each training stages. as the training stages go on, we make the system learn to solve multiple tasks by adding extra information at different training stages gradually. we also show a way to utilize the additional data in large volume for ape tasks. for further improvement, we apply multi-task learning strategy with the dynamic weight average during the fine-tuning stage. to fine-tune the ape corpus with limited data, we add some related subtasks to learn a unified representation. finally, for better performance, we leverage external translations as augmented machine translation (mt) during the post-training and fine-tuning. as experimental results show, our ape system significantly improves the translations of provided mt results by -2.848 and +3.74 on the development dataset in terms of ter and bleu, respectively. it also demonstrates its effectiveness on the test dataset with higher quality than the development dataset.",,2021-09-14,2021-11-16,"['shinhyeok oh', 'sion jang', 'hu xu', 'shounan an', 'insoo oh']"
2109.07016,graph embedding via diffusion-wavelets-based node feature distribution   characterization,cs.lg cs.ai cs.si,"recent years have seen a rise in the development of representational learning methods for graph data. most of these methods, however, focus on node-level representation learning at various scales (e.g., microscopic, mesoscopic, and macroscopic node embedding). in comparison, methods for representation learning on whole graphs are currently relatively sparse. in this paper, we propose a novel unsupervised whole graph embedding method. our method uses spectral graph wavelets to capture topological similarities on each k-hop sub-graph between nodes and uses them to learn embeddings for the whole graph. we evaluate our method against 12 well-known baselines on 4 real-world datasets and show that our method achieves the best performance across all experiments, outperforming the current state-of-the-art by a considerable margin.",10.1145/3459637.3482115,2021-09-14,,"['lili wang', 'chenghan huang', 'weicheng ma', 'xinyuan cao', 'soroush vosoughi']"
2109.07023,embedding node structural role identity using stress majorization,cs.si cs.ai cs.lg,"nodes in networks may have one or more functions that determine their role in the system. as opposed to local proximity, which captures the local context of nodes, the role identity captures the functional ""role"" that nodes play in a network, such as being the center of a group, or the bridge between two groups. this means that nodes far apart in a network can have similar structural role identities. several recent works have explored methods for embedding the roles of nodes in networks. however, these methods all rely on either approximating or indirect modeling of structural equivalence. in this paper, we present a novel and flexible framework using stress majorization, to transform the high-dimensional role identities in networks directly (without approximation or indirect modeling) to a low-dimensional embedding space. our method is also flexible, in that it does not rely on specific structural similarity definitions. we evaluated our method on the tasks of node classification, clustering, and visualization, using three real-world and five synthetic networks. our experiments show that our framework achieves superior results than existing methods in learning node role representations.",10.1145/3459637.3482095,2021-09-14,,"['lili wang', 'chenghan huang', 'weicheng ma', 'ying lu', 'soroush vosoughi']"
2109.07103,automatic symmetry discovery with lie algebra convolutional network,cs.lg cs.ai math.gr,"existing equivariant neural networks require prior knowledge of the symmetry group and discretization for continuous groups. we propose to work with lie algebras (infinitesimal generators) instead of lie groups. our model, the lie algebra convolutional network (l-conv) can automatically discover symmetries and does not require discretization of the group. we show that l-conv can serve as a building block to construct any group equivariant feedforward architecture. both cnns and graph convolutional networks can be expressed as l-conv with appropriate groups. we discover direct connections between l-conv and physics: (1) group invariant loss generalizes field theory (2) euler-lagrange equation measures the robustness, and (3) equivariance leads to conservation laws and noether current.these connections open up new avenues for designing more general equivariant networks and applying them to important problems in physical sciences",,2021-09-15,2021-11-01,"['nima dehmamy', 'robin walters', 'yanchen liu', 'dashun wang', 'rose yu']"
2109.07843,label assignment distillation for object detection,cs.cv cs.ai,this article has been removed by arxiv administrators due to a claim of copyright infringement,,2021-09-16,2021-09-18,['hailun zhang']
2109.08006,deep algorithmic question answering: towards a compositionally hybrid ai   for algorithmic reasoning,cs.ai,"an important aspect of artificial intelligence (ai) is the ability to reason in a step-by-step ""algorithmic"" manner that can be inspected and verified for its correctness. this is especially important in the domain of question answering (qa). we argue that the challenge of algorithmic reasoning in qa can be effectively tackled with a ""systems"" approach to ai which features a hybrid use of symbolic and sub-symbolic methods including deep neural networks. additionally, we argue that while neural network models with end-to-end training pipelines perform well in narrow applications such as image classification and language modelling, they cannot, on their own, successfully perform algorithmic reasoning, especially if the task spans multiple domains. we discuss a few notable exceptions and point out how they are still limited when the qa problem is widened to include other intelligence-requiring tasks. however, deep learning, and machine learning in general, do play important roles as components in the reasoning process. we propose an approach to algorithm reasoning for qa, deep algorithmic question answering (daqa), based on three desirable properties: interpretability, generalizability, and robustness which such an ai system should possess, and conclude that they are best achieved with a combination of hybrid and compositional ai.",,2021-09-16,2021-11-05,['kwabena nuamah']
2109.08022,meta-path-based fake news detection leveraging multi-level social   context information,cs.si cs.ai cs.cy,"fake news, false or misleading information presented as news, has a significant impact on many aspects of society, such as in politics or healthcare domains. due to the deceiving nature of fake news, applying natural language processing (nlp) techniques to the news content alone is insufficient. the multi-level social context information (news publishers and engaged users in social media) and temporal information of user engagement are important information in fake news detection. the proper usage of this information, however, introduces three chronic difficulties: 1) multi-level social context information is hard to be used without information loss, 2) temporal information is hard to be used along with multi-level social context information, 3) news representation with multi-level social context and temporal information is hard to be learned in an end-to-end manner. to overcome all three difficulties, we propose a novel fake news detection framework, hetero-scan. we use meta-path to extract meaningful multi-level social context information without loss. meta-path, a composite relation connecting two node types, is proposed to capture the semantics in the heterogeneous graph. we then propose meta-path instance encoding and aggregation methods to capture the temporal information of user engagement and produce news representation end-to-end. according to our experiment, hetero-scan yields significant performance improvement over state-of-the-art fake news detection methods.",,2021-09-13,2021-11-16,"['jian cui', 'kwanwoo kim', 'seung ho na', 'seungwon shin']"
2109.08817,learning to regrasp by learning to place,cs.ro cs.ai cs.cv cs.lg,"in this paper, we explore whether a robot can learn to regrasp a diverse set of objects to achieve various desired grasp poses. regrasping is needed whenever a robot's current grasp pose fails to perform desired manipulation tasks. endowing robots with such an ability has applications in many domains such as manufacturing or domestic services. yet, it is a challenging task due to the large diversity of geometry in everyday objects and the high dimensionality of the state and action space. in this paper, we propose a system for robots to take partial point clouds of an object and the supporting environment as inputs and output a sequence of pick-and-place operations to transform an initial object grasp pose to the desired object grasp poses. the key technique includes a neural stable placement predictor and a regrasp graph-based solution through leveraging and changing the surrounding environment. we introduce a new and challenging synthetic dataset for learning and evaluating the proposed approach. we demonstrate the effectiveness of our proposed system with both simulator and real-world experiments. more videos and visualization examples are available on our project webpage.",,2021-09-17,2021-11-17,"['shuo cheng', 'kaichun mo', 'lin shao']"
2109.09113,hptq: hardware-friendly post training quantization,cs.cv cs.ai,"neural network quantization enables the deployment of models on edge devices. an essential requirement for their hardware efficiency is that the quantizers are hardware-friendly: uniform, symmetric, and with power-of-two thresholds. to the best of our knowledge, current post-training quantization methods do not support all of these constraints simultaneously. in this work, we introduce a hardware-friendly post training quantization (hptq) framework, which addresses this problem by synergistically combining several known quantization methods. we perform a large-scale study on four tasks: classification, object detection, semantic segmentation and pose estimation over a wide variety of network architectures. our extensive experiments show that competitive results can be obtained under hardware-friendly constraints.",,2021-09-19,2021-11-16,"['hai victor habi', 'reuven peretz', 'elad cohen', 'lior dikstein', 'oranit dror', 'idit diamant', 'roy h. jennings', 'arnon netzer']"
2109.09331,modular design patterns for hybrid actors,cs.ai cs.ma cs.se,"recently, a boxology (graphical language) with design patterns for hybrid ai was proposed, combining symbolic and sub-symbolic learning and reasoning. in this paper, we extend this boxology with actors and their interactions. the main contributions of this paper are: 1) an extension of the taxonomy to describe distributed hybrid ai systems with actors and interactions; and 2) showing examples using a few design patterns relevant in multi-agent systems and human-agent interaction.",,2021-09-20,2021-11-09,"['andré meyer-vitali', 'wico mulder', 'maaike h. t. de boer']"
2109.09390,socially supervised representation learning: the role of subjectivity in   learning efficient representations,cs.ai,"despite its rise as a prominent solution to the data inefficiency of today's machine learning models, self-supervised learning has yet to be studied from a purely multi-agent perspective. in this work, we propose that aligning internal subjective representations, which naturally arise in a multi-agent setup where agents receive partial observations of the same underlying environmental state, can lead to more data-efficient representations. we propose that multi-agent environments, where agents do not have access to the observations of others but can communicate within a limited range, guarantees a common context that can be leveraged in individual representation learning. the reason is that subjective observations necessarily refer to the same subset of the underlying environmental states and that communication about these states can freely offer a supervised signal. to highlight the importance of communication, we refer to our setting as \textit{socially supervised representation learning}. we present a minimal architecture comprised of a population of autoencoders, where we define loss functions, capturing different aspects of effective communication, and examine their effect on the learned representations. we show that our proposed architecture allows the emergence of aligned representations. the subjectivity introduced by presenting agents with distinct perspectives of the environment state contributes to learning abstract representations that outperform those learned by a single autoencoder and a population of autoencoders, presented with identical perspectives of the environment state. altogether, our results demonstrate how communication from subjective perspectives can lead to the acquisition of more abstract representations in multi-agent systems, opening promising perspectives for future research at the intersection of representation learning and emergent communication.",,2021-09-20,2021-11-02,"['julius taylor', 'eleni nisioti', 'clément moulin-frier']"
2109.10057,lotr: face landmark localization using localization transformer,cs.cv cs.ai cs.lg,"this paper presents a novel transformer-based facial landmark localization network named localization transformer (lotr). the proposed framework is a direct coordinate regression approach leveraging a transformer network to better utilize the spatial information in the feature map. an lotr model consists of three main modules: 1) a visual backbone that converts an input image into a feature map, 2) a transformer module that improves the feature representation from the visual backbone, and 3) a landmark prediction head that directly predicts the landmark coordinates from the transformer's representation. given cropped-and-aligned face images, the proposed lotr can be trained end-to-end without requiring any post-processing steps. this paper also introduces the smooth-wing loss function, which addresses the gradient discontinuity of the wing loss, leading to better convergence than standard loss functions such as l1, l2, and wing loss. experimental results on the jd landmark dataset provided by the first grand challenge of 106-point facial landmark localization indicate the superiority of lotr over the existing methods on the leaderboard and two recent heatmap-based approaches. on the wflw dataset, the proposed lotr framework demonstrates promising results compared with several state-of-the-art methods. additionally, we report the improvement in state-of-the-art face recognition performance when using our proposed lotrs for face alignment.",,2021-09-21,2021-11-05,"['ukrit watchareeruetai', 'benjaphan sommana', 'sanjana jain', 'pavit noinongyao', 'ankush ganguly', 'aubin samacoits', 'samuel w. f. earp', 'nakarin sritrakool']"
2109.10187,oriented object detection in aerial images based on area ratio of   parallelogram,cs.cv cs.ai,"oriented object detection is a challenging task in aerial images since the objects in aerial images are displayed in arbitrary directions and are frequently densely packed. the mainstream detectors describe rotating objects using a five-parament or eight-parament representations, which suffer from representation ambiguity for orientated object definition. in this paper, we propose a novel representation method based on area ratio of parallelogram, called arp. specifically, arp regresses the minimum bounding rectangle of the oriented object and three area ratios. three area ratios include the area ratio of a directed object to the smallest circumscribed rectangle and two parallelograms to the minimum circumscribed rectangle. it simplifies offset learning and eliminates the issue of angular periodicity or label point sequences for oriented objects. to further remedy the confusion issue of nearly horizontal objects, the area ratio between the object and its minimal circumscribed rectangle is employed to guide the selection of horizontal or oriented detection for each object. moreover, the rotated efficient intersection over union (r-eiou) loss with horizontal bounding box and three area ratios are designed to optimize the bounding box regression for rotating objects. experimental results on remote sensing datasets, including hrsc2016, dota, and ucas-aod, show that our method achieves superior detection performance than many state-of-the-art approaches.",,2021-09-21,2021-11-08,"['xinyi yu', 'mi lin', 'jiangping lu', 'linlin ou']"
2109.10231,salientrack: providing salient information for semi-automated   self-tracking feedback with model explanations,cs.hc cs.ai,"self-tracking can improve people's awareness of their unhealthy behaviors to provide insights towards behavior change. prior work has explored how self-trackers reflect on their logged data, but it remains unclear how much they learn from the tracking feedback, and which information is more useful. indeed, the feedback can still be overwhelming, and making it concise can improve learning by increasing focus and reducing interpretation burden. to streamline the feedback, we propose a self-tracking feedback saliency framework to define when to provide feedback, on which specific information, why those details, and how to present them (manual elicitation or automatic feedback). we collected survey and meal image data from a field study of mobile food tracking, and implemented salientrack, a machine learning model to predict when a user would learn from tracked events. using explainable ai (xai) techniques, salientrack identifies which features of the event are most salient, why they lead to positive learning outcomes, and prioritizes how to present the feedback based on attribution scores. we demonstrate use cases and conducted a formative study to show the usability and usefulness of salientrack. we discuss implications for learnability in self-tracking, and how adding model explainability expands opportunities for improving feedback experience.",,2021-09-21,2021-11-16,"['yunlong wang', 'jiaying liu', 'homin park', 'jordan schultz-mcardle', 'stephanie rosenthal', 'brian y. lim']"
2109.11541,csagn: conversational structure aware graph network for conversational   semantic role labeling,cs.cl cs.ai cs.lg,"conversational semantic role labeling (csrl) is believed to be a crucial step towards dialogue understanding. however, it remains a major challenge for existing csrl parser to handle conversational structural information. in this paper, we present a simple and effective architecture for csrl which aims to address this problem. our model is based on a conversational structure-aware graph network which explicitly encodes the speaker dependent information. we also propose a multi-task learning method to further improve the model. experimental results on benchmark datasets show that our model with our proposed training objectives significantly outperforms previous baselines.",,2021-09-23,2021-11-04,"['han wu', 'kun xu', 'linqi song']"
2109.11808,a dynamic programming algorithm for informative measurements and   near-optimal path-planning,cs.lg cs.ai cs.ro math.oc,"an informative measurement is the most efficient way to gain information about an unknown state. we give a first-principles derivation of a general-purpose dynamic programming algorithm that returns a sequence of informative measurements by sequentially maximizing the entropy of possible measurement outcomes. this algorithm can be used by an autonomous agent or robot to decide where best to measure next, planning a path corresponding to an optimal sequence of informative measurements. this algorithm is applicable to states and controls that are continuous or discrete, and agent dynamics that is either stochastic or deterministic; including markov decision processes. recent results from approximate dynamic programming and reinforcement learning, including on-line approximations such as rollout and monte carlo tree search, allow an agent or robot to solve the measurement task in real-time. the resulting near-optimal solutions include non-myopic paths and measurement sequences that can generally outperform, sometimes substantially, commonly-used greedy heuristics such as maximizing the entropy of each measurement outcome. this is demonstrated for a global search problem, where on-line planning with an extended local search is found to reduce the number of measurements in the search by half.",,2021-09-24,2021-11-02,"['peter n. loxley', 'ka wai cheung']"
